,Teacher_ID,Teacher_Name,Department,Year,Course_ID,Course_Duration,Course_Digit,Course_Present,Digit_Ratio,Digit_Percentage,Digitalization
5819,55,Baise,Economy,2016,728,16,9,7,0.54,53,Medium-High Digitalization
5827,55,Baise,Economy,2016,729,10,3,7,0.32,32,Medium-Low Digitalization
5835,55,Baise,Economy,2016,730,29,6,23,0.2,19,Low Digitalization
5843,55,Baise,Economy,2016,731,16,5,11,0.29,28,Medium-Low Digitalization
5851,55,Baise,Economy,2016,732,52,1,51,0.01,1,Low Digitalization
5859,55,Baise,Economy,2016,733,11,4,7,0.33,32,Medium-Low Digitalization
5867,55,Baise,Economy,2016,734,5,2,3,0.42,41,Medium-Low Digitalization
5875,55,Baise,Economy,2016,735,15,4,11,0.27,26,Medium-Low Digitalization
5883,55,Baise,Economy,2016,736,20,14,6,0.7,69,Medium-High Digitalization
5891,55,Baise,Economy,2016,737,21,12,9,0.58,57,Medium-High Digitalization
5899,55,Baise,Economy,2016,738,11,4,7,0.36,35,Medium-Low Digitalization
5907,55,Baise,Economy,2016,739,37,5,32,0.14,14,Low Digitalization
5915,55,Baise,Economy,2016,740,34,15,19,0.45,45,Medium-Low Digitalization
5923,56,Mule,Economy,2016,741,34,12,22,0.35,35,Medium-Low Digitalization
5931,56,Mule,Economy,2016,742,7,0,7,0.04,3,Low Digitalization
5939,56,Mule,Economy,2016,743,26,19,7,0.74,74,Medium-High Digitalization
5947,56,Mule,Economy,2016,744,15,8,7,0.56,55,Medium-High Digitalization
5955,56,Mule,Economy,2016,745,15,7,8,0.44,44,Medium-Low Digitalization
5963,56,Mule,Economy,2016,746,44,32,12,0.74,73,Medium-High Digitalization
5971,56,Mule,Economy,2016,747,24,4,20,0.15,14,Low Digitalization
5979,56,Mule,Economy,2016,748,28,10,18,0.36,36,Medium-Low Digitalization
5987,57,Bettinger,Computer Science,2016,749,25,19,6,0.74,74,Medium-High Digitalization
5995,57,Bettinger,Computer Science,2016,750,7,3,4,0.36,36,Medium-Low Digitalization
6003,57,Bettinger,Computer Science,2016,751,15,6,9,0.38,37,Medium-Low Digitalization
6011,57,Bettinger,Computer Science,2016,752,28,10,18,0.35,34,Medium-Low Digitalization
6019,57,Bettinger,Computer Science,2016,753,12,1,11,0.1,9,Low Digitalization
6027,57,Bettinger,Computer Science,2016,754,5,3,2,0.64,63,Medium-High Digitalization
6035,57,Bettinger,Computer Science,2016,755,49,19,30,0.39,38,Medium-Low Digitalization
6043,57,Bettinger,Computer Science,2016,756,36,11,25,0.31,31,Medium-Low Digitalization
6051,57,Bettinger,Computer Science,2016,757,21,3,18,0.14,13,Low Digitalization
6059,57,Bettinger,Computer Science,2016,758,23,16,7,0.7,70,Medium-High Digitalization
6067,57,Bettinger,Computer Science,2016,759,35,11,24,0.31,30,Medium-Low Digitalization
6075,57,Bettinger,Computer Science,2016,760,34,11,23,0.33,33,Medium-Low Digitalization
6083,57,Bettinger,Computer Science,2016,761,13,3,10,0.24,24,Medium-Low Digitalization
6091,57,Bettinger,Computer Science,2016,762,10,1,9,0.12,11,Low Digitalization
6099,57,Bettinger,Computer Science,2016,763,33,18,15,0.54,54,Medium-High Digitalization
6107,57,Bettinger,Computer Science,2016,764,38,7,31,0.19,18,Low Digitalization
6115,58,Leuck,Computer Science,2016,765,24,13,11,0.56,56,Medium-High Digitalization
6123,58,Leuck,Computer Science,2016,766,26,19,7,0.72,72,Medium-High Digitalization
6131,58,Leuck,Computer Science,2016,767,46,1,45,0.01,1,Low Digitalization
6139,58,Leuck,Computer Science,2016,768,23,10,13,0.45,45,Medium-Low Digitalization
6147,58,Leuck,Computer Science,2016,769,6,1,5,0.11,10,Low Digitalization
6155,58,Leuck,Computer Science,2016,770,5,3,2,0.53,53,Medium-High Digitalization
6163,58,Leuck,Computer Science,2016,771,15,5,10,0.31,30,Medium-Low Digitalization
6171,58,Leuck,Computer Science,2016,772,7,1,6,0.1,10,Low Digitalization
6179,58,Leuck,Computer Science,2016,773,27,19,8,0.71,70,Medium-High Digitalization
6187,58,Leuck,Computer Science,2016,774,11,7,4,0.63,63,Medium-High Digitalization
6195,58,Leuck,Computer Science,2016,775,24,11,13,0.46,46,Medium-Low Digitalization
6203,58,Leuck,Computer Science,2016,776,6,4,2,0.6,60,Medium-High Digitalization
6211,58,Leuck,Computer Science,2016,777,42,8,34,0.2,20,Low Digitalization
6219,58,Leuck,Computer Science,2016,778,17,3,14,0.16,15,Low Digitalization
6227,58,Leuck,Computer Science,2016,779,7,4,3,0.62,61,Medium-High Digitalization
6235,58,Leuck,Computer Science,2016,780,5,2,3,0.47,46,Medium-Low Digitalization
6243,58,Leuck,Computer Science,2016,781,11,7,4,0.64,64,Medium-High Digitalization
6251,58,Leuck,Computer Science,2016,782,57,13,44,0.24,23,Medium-Low Digitalization
6259,58,Leuck,Computer Science,2016,783,11,8,3,0.72,71,Medium-High Digitalization
6267,59,Viau,Computer Science,2016,784,35,19,16,0.53,53,Medium-High Digitalization
6275,59,Viau,Computer Science,2016,785,11,6,5,0.53,52,Medium-High Digitalization
6283,59,Viau,Computer Science,2016,786,27,11,16,0.4,40,Medium-Low Digitalization
6291,59,Viau,Computer Science,2016,787,6,1,5,0.11,10,Low Digitalization
6299,59,Viau,Computer Science,2016,788,15,4,11,0.3,29,Medium-Low Digitalization
6307,59,Viau,Computer Science,2016,789,14,5,9,0.36,36,Medium-Low Digitalization
6315,59,Viau,Computer Science,2016,790,33,16,17,0.49,48,Medium-Low Digitalization
6323,59,Viau,Computer Science,2016,791,21,6,15,0.29,29,Medium-Low Digitalization
6331,59,Viau,Computer Science,2016,792,7,1,6,0.09,8,Low Digitalization
6339,59,Viau,Computer Science,2016,793,16,1,15,0.08,7,Low Digitalization
6347,60,Lehouillier,Computer Science,2016,794,37,18,19,0.48,47,Medium-Low Digitalization
6355,60,Lehouillier,Computer Science,2016,795,22,3,19,0.14,14,Low Digitalization
6363,60,Lehouillier,Computer Science,2016,796,45,17,28,0.38,37,Medium-Low Digitalization
6371,60,Lehouillier,Computer Science,2016,797,47,27,20,0.57,56,Medium-High Digitalization
6379,60,Lehouillier,Computer Science,2016,798,23,8,15,0.36,35,Medium-Low Digitalization
6387,60,Lehouillier,Computer Science,2016,799,15,3,12,0.2,19,Low Digitalization
6395,61,Lestage,Computer Science,2016,800,25,13,12,0.52,51,Medium-High Digitalization
6403,61,Lestage,Computer Science,2016,801,30,3,27,0.09,9,Low Digitalization
6411,61,Lestage,Computer Science,2016,802,20,6,14,0.32,32,Medium-Low Digitalization
6419,61,Lestage,Computer Science,2016,803,11,4,7,0.37,37,Medium-Low Digitalization
6427,61,Lestage,Computer Science,2016,804,12,4,8,0.32,32,Medium-Low Digitalization
6435,61,Lestage,Computer Science,2016,805,27,8,19,0.29,29,Medium-Low Digitalization
6443,61,Lestage,Computer Science,2016,806,10,0,10,0.04,3,Low Digitalization
6451,61,Lestage,Computer Science,2016,807,35,8,27,0.24,23,Medium-Low Digitalization
6459,61,Lestage,Computer Science,2016,808,27,15,12,0.54,54,Medium-High Digitalization
6467,62,Viverette,Mathematics,2016,809,12,4,8,0.31,30,Medium-Low Digitalization
6475,62,Viverette,Mathematics,2016,810,57,16,41,0.28,28,Medium-Low Digitalization
6483,62,Viverette,Mathematics,2016,811,6,2,4,0.37,36,Medium-Low Digitalization
6491,62,Viverette,Mathematics,2016,812,44,19,25,0.42,42,Medium-Low Digitalization
6499,62,Viverette,Mathematics,2016,813,19,1,18,0.03,3,Low Digitalization
6507,62,Viverette,Mathematics,2016,814,41,11,30,0.28,28,Medium-Low Digitalization
6515,62,Viverette,Mathematics,2016,815,18,7,11,0.4,40,Medium-Low Digitalization
6523,62,Viverette,Mathematics,2016,816,9,3,6,0.31,31,Medium-Low Digitalization
6531,62,Viverette,Mathematics,2016,817,10,2,8,0.2,20,Low Digitalization
6539,62,Viverette,Mathematics,2016,818,24,14,10,0.57,57,Medium-High Digitalization
6547,62,Viverette,Mathematics,2016,819,16,5,11,0.32,32,Medium-Low Digitalization
6555,62,Viverette,Mathematics,2016,820,36,23,13,0.64,63,Medium-High Digitalization
6563,62,Viverette,Mathematics,2016,821,10,5,5,0.51,51,Medium-High Digitalization
6571,62,Viverette,Mathematics,2016,822,34,20,14,0.59,58,Medium-High Digitalization
6579,62,Viverette,Mathematics,2016,823,24,15,9,0.64,63,Medium-High Digitalization
6587,62,Viverette,Mathematics,2016,824,7,0,7,0.01,1,Low Digitalization
6595,63,Merry,Mathematics,2016,825,14,2,12,0.16,15,Low Digitalization
6603,63,Merry,Mathematics,2016,826,16,5,11,0.32,32,Medium-Low Digitalization
6611,63,Merry,Mathematics,2016,827,21,4,17,0.19,18,Low Digitalization
6619,63,Merry,Mathematics,2016,828,7,1,6,0.14,14,Low Digitalization
6627,63,Merry,Mathematics,2016,829,11,1,10,0.13,13,Low Digitalization
6635,63,Merry,Mathematics,2016,830,29,7,22,0.26,25,Medium-Low Digitalization
6643,63,Merry,Mathematics,2016,831,27,4,23,0.15,15,Low Digitalization
6651,63,Merry,Mathematics,2016,832,29,8,21,0.28,27,Medium-Low Digitalization
6659,63,Merry,Mathematics,2016,833,31,2,29,0.07,7,Low Digitalization
6667,63,Merry,Mathematics,2016,834,37,3,34,0.09,8,Low Digitalization
6675,63,Merry,Mathematics,2016,835,19,8,11,0.44,44,Medium-Low Digitalization
6683,63,Merry,Mathematics,2016,836,6,2,4,0.35,35,Medium-Low Digitalization
6691,63,Merry,Mathematics,2016,837,31,11,20,0.35,35,Medium-Low Digitalization
6699,63,Merry,Mathematics,2016,838,57,24,33,0.42,42,Medium-Low Digitalization
6707,63,Merry,Mathematics,2016,839,21,11,10,0.53,53,Medium-High Digitalization
6715,63,Merry,Mathematics,2016,840,35,3,32,0.08,7,Low Digitalization
6723,64,Billiet,Mathematics,2016,841,13,8,5,0.6,59,Medium-High Digitalization
6731,64,Billiet,Mathematics,2016,842,20,8,12,0.38,37,Medium-Low Digitalization
6739,64,Billiet,Mathematics,2016,843,24,14,10,0.58,57,Medium-High Digitalization
6747,64,Billiet,Mathematics,2016,844,7,2,5,0.34,34,Medium-Low Digitalization
6755,64,Billiet,Mathematics,2016,845,23,13,10,0.58,57,Medium-High Digitalization
6763,64,Billiet,Mathematics,2016,846,18,12,6,0.65,65,Medium-High Digitalization
6771,64,Billiet,Mathematics,2016,847,10,1,9,0.1,9,Low Digitalization
6779,64,Billiet,Mathematics,2016,848,15,5,10,0.34,33,Medium-Low Digitalization
6787,64,Billiet,Mathematics,2016,849,16,11,5,0.7,69,Medium-High Digitalization
6795,64,Billiet,Mathematics,2016,850,13,6,7,0.48,47,Medium-Low Digitalization
6803,64,Billiet,Mathematics,2016,851,12,7,5,0.59,59,Medium-High Digitalization
6811,64,Billiet,Mathematics,2016,852,14,1,13,0.07,6,Low Digitalization
6819,64,Billiet,Mathematics,2016,853,22,6,16,0.29,28,Medium-Low Digitalization
6827,64,Billiet,Mathematics,2016,854,6,0,6,0.01,1,Low Digitalization
6835,64,Billiet,Mathematics,2016,855,31,15,16,0.49,48,Medium-Low Digitalization
6843,64,Billiet,Mathematics,2016,856,5,3,2,0.67,67,Medium-High Digitalization
6851,64,Billiet,Mathematics,2016,857,7,4,3,0.59,59,Medium-High Digitalization
6859,64,Billiet,Mathematics,2016,858,7,2,5,0.27,26,Medium-Low Digitalization
6867,64,Billiet,Mathematics,2016,859,8,5,3,0.57,56,Medium-High Digitalization
6875,64,Billiet,Mathematics,2016,860,14,8,6,0.55,55,Medium-High Digitalization
6883,64,Billiet,Mathematics,2016,861,14,7,7,0.52,51,Medium-High Digitalization
6891,64,Billiet,Mathematics,2016,862,9,3,6,0.3,30,Medium-Low Digitalization
6899,64,Billiet,Mathematics,2016,863,20,13,7,0.63,63,Medium-High Digitalization
6907,64,Billiet,Mathematics,2016,864,7,1,6,0.14,14,Low Digitalization
6915,64,Billiet,Mathematics,2016,865,29,10,19,0.35,35,Medium-Low Digitalization
6923,64,Billiet,Mathematics,2016,866,29,9,20,0.32,32,Medium-Low Digitalization
6931,65,Prevatt,Mathematics,2016,867,7,1,6,0.15,14,Low Digitalization
6939,65,Prevatt,Mathematics,2016,868,44,8,36,0.17,17,Low Digitalization
6947,65,Prevatt,Mathematics,2016,869,25,14,11,0.55,54,Medium-High Digitalization
6955,65,Prevatt,Mathematics,2016,870,15,8,7,0.51,50,Medium-Low Digitalization
6963,65,Prevatt,Mathematics,2016,871,6,4,2,0.74,74,Medium-High Digitalization
6971,65,Prevatt,Mathematics,2016,872,13,1,12,0.06,6,Low Digitalization
6979,65,Prevatt,Mathematics,2016,873,32,7,25,0.21,20,Low Digitalization
6987,65,Prevatt,Mathematics,2016,874,10,1,9,0.13,12,Low Digitalization
6995,65,Prevatt,Mathematics,2016,875,6,1,5,0.2,20,Low Digitalization
7003,65,Prevatt,Mathematics,2016,876,6,1,5,0.18,18,Low Digitalization
7011,65,Prevatt,Mathematics,2016,877,12,5,7,0.41,40,Medium-Low Digitalization
7019,65,Prevatt,Mathematics,2016,878,10,7,3,0.68,68,Medium-High Digitalization
7027,65,Prevatt,Mathematics,2016,879,11,6,5,0.52,51,Medium-High Digitalization
7035,65,Prevatt,Mathematics,2016,880,45,27,18,0.6,60,Medium-High Digitalization
7043,65,Prevatt,Mathematics,2016,881,5,1,4,0.12,12,Low Digitalization
7051,65,Prevatt,Mathematics,2016,882,11,4,7,0.32,32,Medium-Low Digitalization
7059,65,Prevatt,Mathematics,2016,883,40,13,27,0.31,31,Medium-Low Digitalization
7067,65,Prevatt,Mathematics,2016,884,38,24,14,0.62,61,Medium-High Digitalization
7075,65,Prevatt,Mathematics,2016,885,21,1,20,0.05,5,Low Digitalization
7083,65,Prevatt,Mathematics,2016,886,30,2,28,0.06,6,Low Digitalization
7091,66,Houde,Mathematics,2016,887,33,22,11,0.68,67,Medium-High Digitalization
7099,66,Houde,Mathematics,2016,888,27,10,17,0.37,37,Medium-Low Digitalization
7107,66,Houde,Mathematics,2016,889,30,2,28,0.08,8,Low Digitalization
7115,66,Houde,Mathematics,2016,890,36,1,35,0.03,3,Low Digitalization
7123,66,Houde,Mathematics,2016,891,47,21,26,0.45,45,Medium-Low Digitalization
7131,66,Houde,Mathematics,2016,892,19,12,7,0.63,62,Medium-High Digitalization
7139,66,Houde,Mathematics,2016,893,35,12,23,0.35,34,Medium-Low Digitalization
7147,66,Houde,Mathematics,2016,894,6,1,5,0.21,20,Low Digitalization
7155,66,Houde,Mathematics,2016,895,10,1,9,0.1,9,Low Digitalization
7163,66,Houde,Mathematics,2016,896,12,1,11,0.1,10,Low Digitalization
7171,66,Houde,Mathematics,2016,897,13,5,8,0.39,38,Medium-Low Digitalization
7179,66,Houde,Mathematics,2016,898,51,42,9,0.83,83,High Digitalization
7187,66,Houde,Mathematics,2016,899,57,10,47,0.18,18,Low Digitalization
7195,67,Delahoussaye,Mathematics,2016,900,50,8,42,0.15,15,Low Digitalization
7203,67,Delahoussaye,Mathematics,2016,901,54,18,36,0.32,32,Medium-Low Digitalization
7211,67,Delahoussaye,Mathematics,2016,902,48,18,30,0.37,36,Medium-Low Digitalization
7219,67,Delahoussaye,Mathematics,2016,903,31,18,13,0.59,58,Medium-High Digitalization
7227,67,Delahoussaye,Mathematics,2016,904,22,2,20,0.08,8,Low Digitalization
7235,67,Delahoussaye,Mathematics,2016,905,13,7,6,0.51,51,Medium-High Digitalization
7243,67,Delahoussaye,Mathematics,2016,906,23,7,16,0.32,32,Medium-Low Digitalization
7251,67,Delahoussaye,Mathematics,2016,907,57,6,51,0.1,10,Low Digitalization
7259,67,Delahoussaye,Mathematics,2016,908,33,14,19,0.41,41,Medium-Low Digitalization
7267,67,Delahoussaye,Mathematics,2016,909,8,3,5,0.42,42,Medium-Low Digitalization
7275,67,Delahoussaye,Mathematics,2016,910,14,3,11,0.2,20,Low Digitalization
7283,67,Delahoussaye,Mathematics,2016,911,12,3,9,0.27,26,Medium-Low Digitalization
7291,68,Dilly,Mathematics,2016,912,45,3,42,0.08,7,Low Digitalization
7299,68,Dilly,Mathematics,2016,913,48,17,31,0.35,34,Medium-Low Digitalization
7307,68,Dilly,Mathematics,2016,914,52,11,41,0.22,21,Medium-Low Digitalization
7315,68,Dilly,Mathematics,2016,915,9,3,6,0.28,28,Medium-Low Digitalization
7323,68,Dilly,Mathematics,2016,916,9,4,5,0.45,45,Medium-Low Digitalization
7331,68,Dilly,Mathematics,2016,917,17,8,9,0.45,45,Medium-Low Digitalization
7339,68,Dilly,Mathematics,2016,918,10,8,2,0.78,77,Medium-High Digitalization
7347,68,Dilly,Mathematics,2016,919,15,9,6,0.58,57,Medium-High Digitalization
7355,68,Dilly,Mathematics,2016,920,10,4,6,0.39,38,Medium-Low Digitalization
7363,68,Dilly,Mathematics,2016,921,35,7,28,0.21,21,Medium-Low Digitalization
7371,68,Dilly,Mathematics,2016,922,8,5,3,0.65,65,Medium-High Digitalization
7379,68,Dilly,Mathematics,2016,923,15,9,6,0.62,62,Medium-High Digitalization
7387,68,Dilly,Mathematics,2016,924,21,8,13,0.4,40,Medium-Low Digitalization
7395,68,Dilly,Mathematics,2016,925,16,6,10,0.41,40,Medium-Low Digitalization
7403,68,Dilly,Mathematics,2016,926,59,18,41,0.3,30,Medium-Low Digitalization
7411,69,Rosselle,Mathematics,2016,927,14,5,9,0.33,32,Medium-Low Digitalization
7419,69,Rosselle,Mathematics,2016,928,6,2,4,0.41,41,Medium-Low Digitalization
7427,69,Rosselle,Mathematics,2016,929,30,6,24,0.2,19,Low Digitalization
7435,69,Rosselle,Mathematics,2016,930,22,14,8,0.63,62,Medium-High Digitalization
7443,69,Rosselle,Mathematics,2016,931,6,4,2,0.73,72,Medium-High Digitalization
7451,69,Rosselle,Mathematics,2016,932,17,2,15,0.1,9,Low Digitalization
7459,69,Rosselle,Mathematics,2016,933,12,8,4,0.67,66,Medium-High Digitalization
7467,69,Rosselle,Mathematics,2016,934,24,1,23,0.05,4,Low Digitalization
7475,69,Rosselle,Mathematics,2016,935,6,1,5,0.12,12,Low Digitalization
7483,69,Rosselle,Mathematics,2016,936,28,17,11,0.62,62,Medium-High Digitalization
7491,69,Rosselle,Mathematics,2016,937,37,7,30,0.19,19,Low Digitalization
7499,69,Rosselle,Mathematics,2016,938,19,8,11,0.43,43,Medium-Low Digitalization
7507,69,Rosselle,Mathematics,2016,939,19,11,8,0.58,57,Medium-High Digitalization
7515,69,Rosselle,Mathematics,2016,940,6,0,6,0.07,7,Low Digitalization
7523,69,Rosselle,Mathematics,2016,941,28,5,23,0.18,17,Low Digitalization
7531,69,Rosselle,Mathematics,2016,942,38,9,29,0.23,22,Medium-Low Digitalization
7539,69,Rosselle,Mathematics,2016,943,15,3,12,0.19,19,Low Digitalization
7547,69,Rosselle,Mathematics,2016,944,37,17,20,0.47,47,Medium-Low Digitalization
7555,69,Rosselle,Mathematics,2016,945,26,5,21,0.19,18,Low Digitalization
4,1,Michelin,Languages,2017,1,15,8,7,0.55,54,Medium-High Digitalization
12,1,Michelin,Languages,2017,2,49,4,45,0.08,8,Low Digitalization
20,1,Michelin,Languages,2017,3,46,14,32,0.29,29,Medium-Low Digitalization
28,1,Michelin,Languages,2017,4,28,20,8,0.71,70,Medium-High Digitalization
36,1,Michelin,Languages,2017,5,30,7,23,0.22,22,Medium-Low Digitalization
44,1,Michelin,Languages,2017,6,5,1,4,0.14,13,Low Digitalization
52,1,Michelin,Languages,2017,7,14,7,7,0.48,47,Medium-Low Digitalization
60,1,Michelin,Languages,2017,8,15,8,7,0.56,55,Medium-High Digitalization
68,1,Michelin,Languages,2017,9,36,14,22,0.38,38,Medium-Low Digitalization
76,1,Michelin,Languages,2017,10,16,11,5,0.67,66,Medium-High Digitalization
84,1,Michelin,Languages,2017,11,60,5,55,0.09,8,Low Digitalization
92,1,Michelin,Languages,2017,12,26,10,16,0.39,38,Medium-Low Digitalization
100,1,Michelin,Languages,2017,13,5,1,4,0.2,19,Low Digitalization
108,1,Michelin,Languages,2017,14,15,3,12,0.21,20,Low Digitalization
116,1,Michelin,Languages,2017,15,38,0,38,0.01,1,Low Digitalization
124,2,Pinsonneault,Languages,2017,16,5,2,3,0.41,40,Medium-Low Digitalization
132,2,Pinsonneault,Languages,2017,17,32,7,25,0.21,21,Medium-Low Digitalization
140,2,Pinsonneault,Languages,2017,18,11,0,11,0.04,3,Low Digitalization
148,2,Pinsonneault,Languages,2017,19,8,2,6,0.2,19,Low Digitalization
156,2,Pinsonneault,Languages,2017,20,17,0,17,0.02,2,Low Digitalization
164,2,Pinsonneault,Languages,2017,21,9,6,3,0.61,61,Medium-High Digitalization
172,2,Pinsonneault,Languages,2017,22,15,0,15,0.02,2,Low Digitalization
180,2,Pinsonneault,Languages,2017,23,27,15,12,0.57,57,Medium-High Digitalization
188,2,Pinsonneault,Languages,2017,24,5,2,3,0.32,31,Medium-Low Digitalization
196,2,Pinsonneault,Languages,2017,25,25,18,7,0.73,73,Medium-High Digitalization
204,2,Pinsonneault,Languages,2017,26,49,1,48,0.01,1,Low Digitalization
212,2,Pinsonneault,Languages,2017,27,37,9,28,0.25,24,Medium-Low Digitalization
220,2,Pinsonneault,Languages,2017,28,36,21,15,0.59,59,Medium-High Digitalization
228,2,Pinsonneault,Languages,2017,29,19,5,14,0.26,26,Medium-Low Digitalization
236,2,Pinsonneault,Languages,2017,30,6,1,5,0.24,23,Medium-Low Digitalization
244,2,Pinsonneault,Languages,2017,31,12,4,8,0.32,31,Medium-Low Digitalization
252,2,Pinsonneault,Languages,2017,32,32,21,11,0.66,65,Medium-High Digitalization
260,2,Pinsonneault,Languages,2017,33,19,1,18,0.05,5,Low Digitalization
268,2,Pinsonneault,Languages,2017,34,13,4,9,0.3,29,Medium-Low Digitalization
276,3,Legard,Languages,2017,35,40,33,7,0.83,82,High Digitalization
284,3,Legard,Languages,2017,36,13,8,5,0.63,63,Medium-High Digitalization
292,3,Legard,Languages,2017,37,54,6,48,0.11,11,Low Digitalization
300,3,Legard,Languages,2017,38,52,4,48,0.07,7,Low Digitalization
308,3,Legard,Languages,2017,39,40,14,26,0.36,36,Medium-Low Digitalization
316,4,Nolet,Languages,2017,40,25,10,15,0.41,41,Medium-Low Digitalization
324,4,Nolet,Languages,2017,41,7,4,3,0.63,62,Medium-High Digitalization
332,4,Nolet,Languages,2017,42,37,5,32,0.12,12,Low Digitalization
340,4,Nolet,Languages,2017,43,56,6,50,0.11,10,Low Digitalization
348,4,Nolet,Languages,2017,44,30,5,25,0.16,16,Low Digitalization
356,4,Nolet,Languages,2017,45,30,3,27,0.11,10,Low Digitalization
364,4,Nolet,Languages,2017,46,9,1,8,0.11,10,Low Digitalization
372,4,Nolet,Languages,2017,47,32,3,29,0.1,10,Low Digitalization
380,4,Nolet,Languages,2017,48,48,14,34,0.29,29,Medium-Low Digitalization
388,4,Nolet,Languages,2017,49,13,7,6,0.56,55,Medium-High Digitalization
396,4,Nolet,Languages,2017,50,40,7,33,0.17,17,Low Digitalization
404,4,Nolet,Languages,2017,51,5,0,5,0.02,2,Low Digitalization
